WEEK,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,BASE_PRICE,PRICE,INVENTORY
2023-09-04,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7370.52,649,614.21,16
2023-09-04,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,290.3,29.99,29.03,10
2023-09-04,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8150.52,1199,1164.36,24
2023-09-04,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,16,18994.24,1199,1187.14,11
2023-09-04,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,27,33023.16,1249,1223.08,9
2023-09-04,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18864,1299,1257.6,12
2023-09-11,204,Tablet,Apple,iPad,iPad Air,64 GB,10,6190.5,649,619.05,4
2023-09-11,202,Laptop,Dell,XPS,XPS 13,512 GB,15,19210.95,1299,1280.73,8
2023-09-11,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,22,599.72,29.99,27.26,17
2023-09-11,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,289.1,29.99,28.91,3
2023-09-11,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7288.68,649,607.39,21
2023-09-11,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6237.07,899,891.01,7
2023-09-11,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,810.83,899,810.83,13
2023-09-11,204,Tablet,Apple,iPad,iPad Air,64 GB,21,12292.56,649,585.36,18
2023-09-11,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,409.95,29.99,27.33,18
2023-09-18,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,871.62,899,871.62,11
2023-09-18,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11409.4,1249,1140.94,17
2023-09-18,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,351.78,29.99,27.06,7
2023-09-18,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5527.98,649,614.22,31
2023-09-18,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,0,0,1249,1205.47,14
2023-09-18,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6533.94,1199,1088.99,22
2023-09-18,202,Laptop,Dell,XPS,XPS 13,512 GB,8,9760.48,1299,1220.06,11
2023-09-18,204,Tablet,Apple,iPad,iPad Air,64 GB,18,11211.66,649,622.87,1
2023-09-18,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,169.32,29.99,28.22,26
2023-09-25,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5766.53,899,823.79,9
2023-09-25,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8545.74,1299,1220.82,13
2023-09-25,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5657.65,1199,1131.53,10
2023-09-25,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,86.94,29.99,28.98,16
2023-09-25,204,Tablet,Apple,iPad,iPad Air,64 GB,13,8036.08,649,618.16,29
2023-09-25,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6074.32,899,867.76,12
2023-09-25,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8894.16,1199,1111.77,6
2023-09-25,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13112.66,1299,1192.06,5
2023-09-25,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,25,738.75,29.99,29.55,4
2023-10-02,202,Laptop,Dell,XPS,XPS 13,512 GB,13,16733.47,1299,1287.19,16
2023-10-02,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7453.44,899,828.16,7
2023-10-02,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11588.4,1199,1158.84,9
2023-10-02,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,12,10456.2,899,871.35,5
2023-10-02,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5100.12,1299,1275.03,14
2023-10-02,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,16765.84,1249,1197.56,18
2023-10-02,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,10511.64,1249,1167.96,16
2023-10-02,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,109.44,29.99,27.36,0
2023-10-02,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13333.06,1099,1025.62,17
2023-10-09,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,9,9891.81,1199,1099.09,2
2023-10-09,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12919,1299,1291.9,9
2023-10-09,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,15968.8,1099,998.05,5
2023-10-09,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13045.89,1249,1185.99,24
2023-10-09,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9057.06,1099,1006.34,20
2023-10-09,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5612.58,649,623.62,26
2023-10-09,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6001.65,1299,1200.33,4
2023-10-09,204,Tablet,Apple,iPad,iPad Air,64 GB,1,607.31,649,607.31,6
2023-10-09,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,0,0,29.99,29.89,11
2023-10-16,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,202.23,29.99,28.89,1
2023-10-16,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5081.7,1099,1016.34,14
2023-10-16,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2455.2,649,613.8,20
2023-10-16,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,17,20263.15,1199,1191.95,10
2023-10-16,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,20,19956.8,1099,997.84,1
2023-10-16,204,Tablet,Apple,iPad,iPad Air,64 GB,24,14768.64,649,615.36,4
2023-10-16,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,307.45,29.99,27.95,7
2023-10-16,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,5821.62,899,831.66,25
2023-10-16,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,7183.38,1199,1197.23,13
2023-10-23,202,Laptop,Dell,XPS,XPS 13,512 GB,9,10634.67,1299,1181.63,19
2023-10-23,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,29.79,29.99,29.79,7
2023-10-23,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,14,15081.5,1099,1077.25,19
2023-10-23,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,445.6,29.99,27.85,4
2023-10-23,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15066.48,1249,1158.96,25
2023-10-23,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11847.7,1199,1184.77,0
2023-10-23,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,5,5778.75,1199,1155.75,16
2023-10-23,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,195.09,29.99,27.87,17
2023-10-23,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3793.26,649,632.21,11
2023-10-30,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19133.5,1249,1125.5,13
2023-10-30,204,Tablet,Apple,iPad,iPad Air,64 GB,19,12148.03,649,639.37,17
2023-10-30,202,Laptop,Dell,XPS,XPS 13,512 GB,17,19890.17,1299,1170.01,21
2023-10-30,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4386.2,899,877.24,7
2023-10-30,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,17469.9,1249,1164.66,17
2023-10-30,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,118.16,29.99,29.54,13
2023-10-30,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,25,20560.75,899,822.43,0
2023-10-30,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,17,487.39,29.99,28.67,19
2023-10-30,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6964.32,649,633.12,20
2023-11-06,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10372.38,649,610.14,0
2023-11-06,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15572.44,1249,1197.88,1
2023-11-06,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6239.31,899,891.33,9
2023-11-06,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,367.51,29.99,28.27,5
2023-11-06,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8759.94,1299,1251.42,18
2023-11-06,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,1199,1141.49,14
2023-11-06,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,19912,1249,1244.5,20
2023-11-06,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,16,17674.56,1199,1104.66,1
2023-11-06,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4223.1,649,603.3,33
2023-11-13,202,Laptop,Dell,XPS,XPS 13,512 GB,18,22346.82,1299,1241.49,6
2023-11-13,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,634.06,13
2023-11-13,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,196.07,29.99,28.01,18
2023-11-13,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6037.08,899,862.44,5
2023-11-13,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6992.58,1199,1165.43,15
2023-11-13,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,145.7,29.99,29.14,18
2023-11-13,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,13079.3,1099,1006.1,21
2023-11-13,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,444.48,29.99,27.78,4
2023-11-13,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1162.39,1199,1162.39,13
2023-11-20,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1245.8,1249,1245.8,2
2023-11-20,204,Tablet,Apple,iPad,iPad Air,64 GB,13,8173.88,649,628.76,1
2023-11-20,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7733.16,1299,1288.86,5
2023-11-20,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4246.7,899,849.34,1
2023-11-20,202,Laptop,Dell,XPS,XPS 13,512 GB,18,22905.54,1299,1272.53,10
2023-11-20,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,15,16309.35,1199,1087.29,8
2023-11-20,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,118.48,29.99,29.62,15
2023-11-20,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,810.97,13
2023-11-20,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,20,24329.2,1249,1216.46,10
2023-11-27,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2334.74,1249,1167.37,16
2023-11-27,204,Tablet,Apple,iPad,iPad Air,64 GB,1,635.74,649,635.74,5
2023-11-27,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,20138.67,1099,1059.93,8
2023-11-27,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,205.59,29.99,29.37,17
2023-11-27,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11800.9,1299,1180.09,12
2023-11-27,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,1,1025.77,1099,1025.77,20
2023-11-27,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14551.16,1199,1119.32,1
2023-11-27,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7077.56,1099,1011.08,33
2023-11-27,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5027,1299,1256.75,20
2023-12-04,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7288.02,899,809.78,16
2023-12-04,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8343.52,1099,1042.94,2
2023-12-04,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3092,649,618.4,0
2023-12-04,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,251.28,29.99,27.92,20
2023-12-04,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,831.79,899,831.79,3
2023-12-04,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,9189.68,1199,1148.71,18
2023-12-04,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,11172.07,899,859.39,11
2023-12-04,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,17414.88,1099,1088.43,20
2023-12-04,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11856.7,1249,1185.67,17
2023-12-11,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,18,500.04,29.99,27.78,5
2023-12-11,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,2,2175.56,1199,1087.78,13
2023-12-11,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,640.73,19
2023-12-11,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,3,2574.39,899,858.13,10
2023-12-11,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,7,206.92,29.99,29.56,26
2023-12-11,202,Laptop,Dell,XPS,XPS 13,512 GB,12,15030.96,1299,1252.58,20
2023-12-11,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1137.58,1199,1137.58,18
2023-12-11,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,20,21280.2,1099,1064.01,13
2023-12-11,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9765.03,899,887.73,4
2023-12-18,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,139.05,29.99,27.81,1
2023-12-18,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14078.74,1199,1082.98,11
2023-12-18,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5990.9,1299,1198.18,15
2023-12-18,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,20,20636.4,1099,1031.82,9
2023-12-18,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6378.8,1299,1275.76,15
2023-12-18,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2485.76,649,621.44,8
2023-12-18,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19393.26,1249,1140.78,14
2023-12-18,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,4,3289.88,899,822.47,1
2023-12-18,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,423.45,29.99,28.23,17
2023-12-25,204,Tablet,Apple,iPad,iPad Air,64 GB,19,12267.54,649,645.66,9
2023-12-25,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,16,19569.12,1249,1223.07,7
2023-12-25,202,Laptop,Dell,XPS,XPS 13,512 GB,15,18971.25,1299,1264.75,18
2023-12-25,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11472.75,1299,1274.75,10
2023-12-25,204,Tablet,Apple,iPad,iPad Air,64 GB,8,5174.96,649,646.87,9
2023-12-25,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,10,8094.6,899,809.46,14
2023-12-25,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,814.46,899,814.46,19
2023-12-25,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,17,487.56,29.99,28.68,12
2023-12-25,204,Tablet,Apple,iPad,iPad Air,64 GB,18,10845.72,649,602.54,16
2024-01-01,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13470.56,899,841.91,13
2024-01-01,202,Laptop,Dell,XPS,XPS 13,512 GB,16,20610.08,1299,1288.13,4
2024-01-01,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,1,29.18,29.99,29.18,9
2024-01-01,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11868.3,1299,1186.83,16
2024-01-01,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,11,325.05,29.99,29.55,21
2024-01-01,204,Tablet,Apple,iPad,iPad Air,64 GB,9,5707.53,649,634.17,5
2024-01-01,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9535.68,649,595.98,8
2024-01-01,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,351.12,29.99,29.26,5
2024-01-01,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,7912.59,1249,1130.37,18
2024-01-08,202,Laptop,Dell,XPS,XPS 13,512 GB,4,5032.92,1299,1258.23,8
2024-01-08,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8592.85,1249,1227.55,10
2024-01-08,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3775.14,649,629.19,7
2024-01-08,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,17218.6,1249,1229.9,8
2024-01-08,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,143.1,29.99,28.62,35
2024-01-08,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7931.88,899,881.32,21
2024-01-08,202,Laptop,Dell,XPS,XPS 13,512 GB,11,13905.76,1299,1264.16,27
2024-01-08,204,Tablet,Apple,iPad,iPad Air,64 GB,8,4745.76,649,593.22,2
2024-01-08,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,18,20542.68,1249,1141.26,10
2024-01-15,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4167.31,649,595.33,2
2024-01-15,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,259.38,29.99,28.82,7
2024-01-15,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,13,10584.99,899,814.23,9
2024-01-15,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,13,359.58,29.99,27.66,42
2024-01-15,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,8,9165.28,1249,1145.66,11
2024-01-15,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12565.3,1199,1142.3,7
2024-01-15,202,Laptop,Dell,XPS,XPS 13,512 GB,18,22642.92,1299,1257.94,21
2024-01-15,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,21562.38,1199,1197.91,6
2024-01-15,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,19,16745.65,899,881.35,5
2024-01-22,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,13136.53,1199,1194.23,3
2024-01-22,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11428.9,1249,1142.89,4
2024-01-22,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,2,2045.98,1099,1022.99,20
2024-01-22,204,Tablet,Apple,iPad,iPad Air,64 GB,5,2969,649,593.8,4
2024-01-22,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,232.48,29.99,29.06,44
2024-01-22,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,11,13606.12,1249,1236.92,10
2024-01-22,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6489.36,1199,1081.56,16
2024-01-22,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,143.3,29.99,28.66,12
2024-01-22,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1189.9,649,594.95,2
2024-01-29,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7775.91,899,863.99,5
2024-01-29,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,20,20712.6,1099,1035.63,7
2024-01-29,202,Laptop,Dell,XPS,XPS 13,512 GB,8,9790.56,1299,1223.82,5
2024-01-29,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,12223.2,1249,1222.32,4
2024-01-29,204,Tablet,Apple,iPad,iPad Air,64 GB,4,2531.36,649,632.84,0
2024-01-29,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,29,834.33,29.99,28.77,27
2024-01-29,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,327.72,29.99,27.31,8
2024-01-29,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7308.77,1099,1044.11,15
2024-01-29,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4076.5,899,815.3,0
2024-02-05,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3452.97,1199,1150.99,7
2024-02-05,204,Tablet,Apple,iPad,iPad Air,64 GB,2,1180.68,649,590.34,15
2024-02-05,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4563.6,1249,1140.9,2
2024-02-05,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8204,1199,1172,20
2024-02-05,204,Tablet,Apple,iPad,iPad Air,64 GB,0,0,649,601.25,14
2024-02-05,202,Laptop,Dell,XPS,XPS 13,512 GB,16,19925.12,1299,1245.32,7
2024-02-05,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,10,11922.7,1249,1192.27,4
2024-02-05,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,15,15660.6,1099,1044.04,17
2024-02-05,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,10,11974.9,1199,1197.49,13
2024-02-12,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7073.01,1099,1010.43,20
2024-02-12,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,135.2,29.99,27.04,6
2024-02-12,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6423.45,1299,1284.69,0
2024-02-12,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6781.28,899,847.66,28
2024-02-12,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,21,618.24,29.99,29.44,24
2024-02-12,202,Laptop,Dell,XPS,XPS 13,512 GB,7,8903.44,1299,1271.92,0
2024-02-12,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,0,0,899,878.32,7
2024-02-12,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,229.12,29.99,28.64,2
2024-02-12,202,Laptop,Dell,XPS,XPS 13,512 GB,10,11801.6,1299,1180.16,15
2024-02-19,204,Tablet,Apple,iPad,iPad Air,64 GB,15,9051.6,649,603.44,11
2024-02-19,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,170.16,29.99,28.36,6
2024-02-19,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4209.8,899,841.96,7
2024-02-19,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,8,217.36,29.99,27.17,29
2024-02-19,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,28,22981.28,899,820.76,9
2024-02-19,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,20154.24,1199,1119.68,7
2024-02-19,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,13,14880.32,1199,1144.64,1
2024-02-19,202,Laptop,Dell,XPS,XPS 13,512 GB,13,15238.08,1299,1172.16,15
2024-02-19,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,2,54.58,29.99,27.29,5
2024-02-26,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1201.55,15
2024-02-26,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8383.69,1199,1197.67,7
2024-02-26,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,163.44,29.99,27.24,15
2024-02-26,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1224.27,1
2024-02-26,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,7747.95,1199,1106.85,16
2024-02-26,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,10,281.3,29.99,28.13,27
2024-02-26,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6154.75,899,879.25,2
2024-02-26,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,142.6,29.99,28.52,9
2024-02-26,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,17002.4,1099,1062.65,7
2024-03-04,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,2,2391.82,1249,1195.91,18
2024-03-04,204,Tablet,Apple,iPad,iPad Air,64 GB,11,6811.86,649,619.26,10
2024-03-04,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6146.65,1299,1229.33,10
2024-03-04,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4613.64,1249,1153.41,6
2024-03-04,202,Laptop,Dell,XPS,XPS 13,512 GB,1,1190.01,1299,1190.01,15
2024-03-04,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9801.99,1099,1089.11,10
2024-03-04,202,Laptop,Dell,XPS,XPS 13,512 GB,15,17571.75,1299,1171.45,13
2024-03-04,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,4,4580.76,1249,1145.19,14
2024-03-04,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1167.86,1199,1167.86,11
2024-03-11,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,7,6145.93,899,877.99,11
2024-03-11,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,18,21176.1,1249,1176.45,15
2024-03-11,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,8294.51,1199,1184.93,13
2024-03-11,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7649.58,1299,1274.93,24
2024-03-11,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7976.7,899,886.3,6
2024-03-11,204,Tablet,Apple,iPad,iPad Air,64 GB,6,3603.12,649,600.52,18
2024-03-11,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,11,12091.2,1199,1099.2,15
2024-03-11,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,260.46,29.99,28.94,15
2024-03-11,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,14,17464.44,1249,1247.46,15
2024-03-18,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4120.76,649,588.68,22
2024-03-18,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10136.3,1099,1013.63,17
2024-03-18,202,Laptop,Dell,XPS,XPS 13,512 GB,10,12791.8,1299,1279.18,12
2024-03-18,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,15,16290,1199,1086,6
2024-03-18,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10755.2,1099,1075.52,3
2024-03-18,204,Tablet,Apple,iPad,iPad Air,64 GB,18,11448.54,649,636.03,8
2024-03-18,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1692.24,899,846.12,0
2024-03-18,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8804.48,1199,1100.56,20
2024-03-18,202,Laptop,Dell,XPS,XPS 13,512 GB,13,15418.52,1299,1186.04,2
2024-03-25,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8532.09,1249,1218.87,24
2024-03-25,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,439.5,29.99,29.3,9
2024-03-25,202,Laptop,Dell,XPS,XPS 13,512 GB,5,5904.4,1299,1180.88,11
2024-03-25,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6527.46,1199,1087.91,16
2024-03-25,204,Tablet,Apple,iPad,iPad Air,64 GB,8,5072.96,649,634.12,19
2024-03-25,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,6,5262.06,899,877.01,19
